Rank,Freq,Infinitiv,Präsens_ich,Präsens_ich*,Präsens_du,Präsens_du*,"Präsens_er, sie, es",Präteritum_ich,Präteritum_ich*,Partizip II,Partizip II*,Konjunktiv II_ich,Konjunktiv II_ich*,Imperativ Singular,Imperativ Singular*,Imperativ Singular 2,Imperativ Plural,Imperativ Plural*,Hilfsverb,Hilfsverb*,Bild,Bild 1,Bild 2,Bild 3,Bild 4
1536,564,lauschen,lausche,,lauschst,lauscht,lauscht,lauschte,,gelauscht,,lauschte,,lausche,lausch,,lauscht,,haben,,Rémy Cogghe Madame reçoit 1908 without frame.jpg|thumb|1|die ''lauschen'' an der [[Tür]],,,,
1537,563,hungern,hungere,,hungerst,,hungert,hungerte,,gehungert,,hungerte,,hungere,,,hungert,,haben,,"Starved girl.jpg|thumb|2|Eine von 800 Millionen auf der [[Erde]], die [[permanent]] ''hungern'' muss",,,,
1538,563,abspielen,spiele ab,,spielst ab,,spielt ab,spielte ab,,abgespielt,,spielte ab,,spiele ab,,,spielt ab,,haben,,,,,,
1539,561,ankündigen,kündige an,,kündigst an,,kündigt an,kündigte an,,angekündigt,,kündigte an,,kündige an,,,kündigt an,,haben,,,,,,
1540,561,einbilden,bilde ein,,bildest ein,,bildet ein,bildete ein,,eingebildet,,bildete ein,,bilde ein,,,bildet ein,,haben,,,,,,
1541,560,fortfahren,fahre fort,,fährst fort,,fährt fort,fuhr fort,,fortgefahren,,führe fort,,fahr fort,fahre fort,,fahrt fort,,sein,haben,,,,,
1542,560,sichten,sichte,,sichtest,,sichtet,sichtete,,gesichtet,,sichtete,,sichte,,,sichtet,,haben,,,,,,
1543,559,aussterben,sterbe aus,,stirbst aus,,stirbt aus,starb aus,,ausgestorben,,stürbe aus,,stirb aus,,,sterbt aus,,sein,,Mammuthus by J. Smit.jpg|thumb|1|Die letzten [[Mammut]]s ''starben'' vor ca. 4.000 [[Jahr]]en in [[Sibirien]] ''aus.'',,,,
1544,559,verkraften,verkrafte,,verkraftest,,verkraftet,verkraftete,,verkraftet,,verkraftete,,verkraft,verkrafte,,verkraftet,,haben,,,,,,
1545,558,mitkriegen,kriege mit,,kriegst mit,,kriegt mit,kriegte mit,,mitgekriegt,,kriegte mit,,krieg mit,kriege mit,,kriegt mit,,haben,,,,,,
1546,557,einfrieren,friere ein,,frierst ein,,friert ein,fror ein,,eingefroren,,fröre ein,,frier ein,friere ein,,friert ein,,sein,haben,,,,,
1547,557,abliefern,liefere ab,,lieferst ab,,liefert ab,lieferte ab,,abgeliefert,,lieferte ab,,liefer ab,liefere ab,,liefert ab,,haben,,,,,,
1548,556,verzaubern,verzaubere,,verzauberst,,verzaubert,verzauberte,,verzaubert,,verzauberte,,verzauber,verzaubere,,verzaubert,,haben,,,,,,
1549,554,schiffen,schiffe,,schiffst,,schifft,schiffte,,geschifft,,schiffte,,schiff,schiffe,,schifft,,haben,,,,,,
1550,553,einweihen,weihe ein,,weihst ein,,weiht ein,weihte ein,,eingeweiht,,weihte ein,,weih ein,weihe ein,,weiht ein,,haben,,,,,,
1551,552,erzielen,erziele,,erzielst,,erzielt,erzielte,,erzielt,,erzielte,,erziele,,,erzielt,,haben,,,,,,
1552,552,zusammenleben,lebe zusammen,,lebst zusammen,,lebt zusammen,lebte zusammen,,zusammengelebt,,lebte zusammen,,leb zusammen,lebe zusammen,,lebt zusammen,,haben,,,,,,
1553,550,falten,falte,,faltest,,faltet,faltete,,gefaltet,gefalten,faltete,,falte,falt,,faltet,,haben,,256Schichten.JPG|thumb|1|Ein [[Blatt]] [[Papier]] wurde 256-mal ''gefaltet.'',,,,
1554,550,umfallen,falle um,,fällst um,,fällt um,fiel um,,umgefallen,,fiele um,,fall um,,,fallt um,,sein,,,,,,
1555,548,schmieden,schmiede,,schmiedest,,schmiedet,schmiedete,,geschmiedet,,schmiedete,,schmiede,,,schmiedet,,haben,,,Blacksmith at work02.jpg|thumb|1|''schmieden'' eines [[Eisenstab]]es,"Acampamento Farroupilha, Parque da Harmonia, Porto Alegre, Brasil 2015 17.webm|thumb|1|''schmieden'' auf einem [[Amboss]]",,
1556,547,schrauben,schraube,,schraubst,,schraubt,schraubte,,geschraubt,,schraubte,,schraube,schraub,,schraubt,,haben,,,,,,
1557,547,schminken,schminke,,schminkst,,schminkt,schminkte,,geschminkt,,schminkte,,schmink,,,schminkt,,haben,,Woman applying make-up.jpg|220px|1|Lidschatten ''schminken'',,,,
1558,547,beheben,behebe,,behebst,,behebt,behob,,behoben,,behöbe,,behebe,,,behebt,,haben,,,,,,
1559,545,verabreichen,verabreiche,,verabreichst,,verabreicht,verabreichte,,verabreicht,,verabreichte,,verabreiche,,,verabreicht,,haben,,,,,,
1560,545,erhoffen,erhoffe,,erhoffst,,erhofft,erhoffte,,erhofft,,erhoffte,,erhoff,erhoffe,,erhofft,,haben,,,,,,
1561,544,auszahlen,zahle aus,,zahlst aus,,zahlt aus,zahlte aus,,ausgezahlt,,zahlte aus,,zahl aus,zahle aus,,zahlt aus,,haben,,,,,,
1562,542,schwänzen,schwänze,,schwänzt,,schwänzt,schwänzte,,geschwänzt,,schwänzte,,schwänze,schwänz,,schwänzt,,haben,,,,,,
1563,542,ausrasten,raste aus,,rastest aus,,rastet aus,rastete aus,,ausgerastet,,rastete aus,,rast aus,raste aus,,rastet aus,,sein,haben,,,,,
1564,542,auslachen,lache aus,,lachst aus,,lacht aus,lachte aus,,ausgelacht,,lachte aus,,lach aus,lache aus,,lacht aus,,haben,,,,,,
1565,542,erhören,erhöre,,erhörst,,erhört,erhörte,,erhört,,erhörte,,erhöre,,,erhört,,haben,,,,,,
1566,541,überholen,überhole,,überholst,,überholt,überholte,,überholt,,überholte,,überhol,überhole,,überholt,,haben,,,Inhalen.gif|mini|1|ein blaues Auto ''überholt'' ein graues Auto auf der rechten Fahrbahn,Pothole_repair.jpg|mini|2|ein Mann ''überholt'' eine Straße,,
1567,541,strafen,strafe,,strafst,,straft,strafte,,gestraft,,strafte,,strafe,straf,,straft,,haben,,,,,,
1568,541,abriegeln,riegele ab,,riegelst ab,,riegelt ab,riegelte ab,,abgeriegelt,,riegelte ab,,riegele ab,,,riegelt ab,,haben,,,,,,
1569,540,färben,färbe,,färbst,,färbt,färbte,,gefärbt,,färbte,,färbe,,,färbt,,haben,,,,,,
1570,539,alarmieren,alarmiere,,alarmierst,,alarmiert,alarmierte,,alarmiert,,alarmierte,,alarmier,alarmiere,,alarmiert,,haben,,,,,,
1571,539,betonen,betone,,betonst,,betont,betonte,,betont,,betonte,,betone,,,betont,,haben,,,,,,
1572,539,verschicken,verschicke,,verschickst,,verschickt,verschickte,,verschickt,,verschickte,,verschick,verschicke,,verschickt,,haben,,,,,,
1573,537,kitzeln,kitzele,kitzle,kitzelst,,kitzelt,kitzelte,,gekitzelt,,kitzelte,,kitzele,,,kitzelt,,haben,,,,,,
1574,536,weiden,weide,,weidest,,weidet,weidete,,geweidet,,weidete,,weide,,,weidet,,haben,,,,,,
1575,536,reihen,reihe,,reihst,,reiht,reihte,,gereiht,,reihte,,reih,,,reiht,,haben,,,,,,
1576,534,aufessen,esse auf,,isst auf,,isst auf,aß auf,,aufgegessen,,äße auf,,iss auf,,,esst auf,,haben,,,,,,
1577,531,überreichen,überreiche,,überreichst,,überreicht,überreichte,,überreicht,,überreichte,,überreich,überreiche,,überreicht,,haben,,,,,,
1578,531,renovieren,renoviere,,renovierst,,renoviert,renovierte,,renoviert,,renovierte,,renoviere,renovier,,renoviert,,haben,,"Bundesarchiv Bild 183-1986-0820-025, Schwerin, Friedensschule, Renovierungsarbeiten.jpg|260px|1|zwei Handwerker renovieren eine Schule",,,,
1579,530,niederschlagen,schlage nieder,,schlägst nieder,,schlägt nieder,schlug nieder,,niedergeschlagen,,schlüge nieder,,schlag nieder,schlage nieder,,schlagt nieder,,haben,,,,,,
1580,528,rudern,rudere,,ruderst,,rudert,ruderte,,gerudert,,ruderte,,rudere,ruder,,rudert,,sein,haben,,Rudern-Achter.jpg|mini|1|diese Männer ''rudern'' in einem Achter,Gig-Rowing-Tom-Corser-2005.ogg|mini|1|''Rudern'' auf See,,
1581,528,entfliehen,entfliehe,,entfliehst,,entflieht,entfloh,,entflohen,,entflöhe,,entflieh,entfliehe,,entflieht,,sein,,,,,,
1582,527,zubereiten,bereite zu,,bereitest zu,,bereitet zu,bereitete zu,,zubereitet,,bereitete zu,,bereite zu,,,bereitet zu,,haben,,,,,,
1583,527,reinlassen,lasse rein,,lässt rein,,lässt rein,ließ rein,,reingelassen,,ließe rein,,lass rein,lasse rein,,lasst rein,,haben,,,,,,
1584,526,nachschauen,schaue nach,,schaust nach,,schaut nach,schaute nach,,nachgeschaut,,schaute nach,,schau nach,schaue nach,,schaut nach,,haben,,,,,,
1585,525,überstürzen,überstürze,,überstürzt,,überstürzt,überstürzte,,überstürzt,,überstürzte,,überstürze,überstürz,,überstürzt,,haben,,,,,,
1586,525,besteigen,besteige,,besteigst,,besteigt,bestieg,,bestiegen,,bestiege,,besteig,,,besteigt,,haben,,,,,,
1587,525,hinstellen,stelle hin,,stellst hin,,stellt hin,stellte hin,,hingestellt,,stellte hin,,stell hin,stelle hin,,stellt hin,,haben,,,,,,
1588,522,abschleppen,schleppe ab,,schleppst ab,,schleppt ab,schleppte ab,,abgeschleppt,,schleppte ab,,schleppe ab,,,schleppt ab,,haben,,,"Praha, Břevnov, Vypich, odtah autobusu.JPG|250px|1|Ein Bus ''wird abgeschleppt.''","Bundesarchiv Bild 183-43422-0001, Briefträger der Deutschen Post mit Paketen.jpg|250px|3|Ein Postmitarbeiter ''schleppt sich'' mit Paketen ''ab.''",,
1589,521,verschütten,verschütte,,verschüttest,,verschüttet,verschüttete,,verschüttet,,verschüttete,,verschütt,verschütte,,verschüttet,,haben,,,,,,
1590,519,schütten,schütte,,schüttest,,schüttet,schüttete,,geschüttet,,schüttete,,schütt,schütte,,schüttet,,haben,,,,,,
1591,518,verspüren,verspüre,,verspürst,,verspürt,verspürte,,verspürt,,verspürte,,verspüre,,,verspürt,,haben,,,,,,
1592,518,beeinträchtigen,beeinträchtige,,beeinträchtigst,,beeinträchtigt,beeinträchtigte,,beeinträchtigt,,beeinträchtigte,,beeinträchtige,,,beeinträchtigt,,haben,,,,,,
1593,518,berufen,berufe,,berufst,,beruft,berief,,berufen,,beriefe,,beruf,,,beruft,,haben,,,,,,
1594,517,spendieren,spendiere,,spendierst,,spendiert,spendierte,,spendiert,,spendierte,,spendiere,spendier,,spendiert,,haben,,,,,,
1595,517,befassen,befasse,,befasst,,befasst,befasste,,befasst,,befasste,,befass,befasse,,befasst,,haben,,,,,,
1596,516,einschätzen,schätze ein,,schätzt ein,,schätzt ein,schätzte ein,,eingeschätzt,,schätzte ein,,schätz ein,schätze ein,,schätzt ein,,haben,,,,,,
1597,516,vorhersagen,sage vorher,,sagst vorher,,sagt vorher,sagte vorher,,vorhergesagt,,sagte vorher,,sag vorher,sage vorher,,sagt vorher,,haben,,,,,,
1598,514,sabotieren,sabotiere,,sabotierst,,sabotiert,sabotierte,,sabotiert,,sabotierte,,sabotier,sabotiere,,sabotiert,,haben,,,,,,
1599,513,zwiebeln,zwieble,zwiebele,zwiebelst,,zwiebelt,zwiebelte,,gezwiebelt,,zwiebelte,,zwieble,zwiebele,,zwiebelt,,haben,,,,,,
1600,512,toben,tobe,,tobst,,tobt,tobte,,getobt,,tobte,,tob,tobe,,tobt,,haben,,,,,,
1601,512,raffinieren,raffiniere,,raffinierst,,raffiniert,raffinierte,,raffiniert,,raffinierte,,raffinier,raffiniere,,raffiniert,,haben,,Lompen Zucker-Museum.jpg|mini|1|Kolonialzucker wurde erst in Europa ''raffiniert'',,,,
1602,512,verstummen,verstumme,,verstummst,,verstummt,verstummte,,verstummt,,verstummte,,verstumm,verstumme,,verstummt,,sein,,,,,,
1603,511,berücksichtigen,berücksichtige,,berücksichtigst,,berücksichtigt,berücksichtigte,,berücksichtigt,,berücksichtigte,,berücksichtige,,,berücksichtigt,,haben,,,,,,
1604,510,türken,türke,,türkst,,türkt,türkte,,getürkt,,türkte,,türke,,,türkt,,haben,,,,,,
1605,509,brummen,brumme,,brummst,,brummt,brummte,,gebrummt,,brummte,,brumme,brumm,,brummt,,haben,,,,,,
1606,509,bombardieren,bombardiere,,bombardierst,,bombardiert,bombardierte,,bombardiert,,bombardierte,,bombardiere,bombardier,,bombardiert,,haben,,,,,,
1607,508,entsorgen,entsorge,,entsorgst,,entsorgt,entsorgte,,entsorgt,,entsorgte,,entsorg,entsorge,,entsorgt,,haben,,,3MuelltonnenDeutschland.jpg|thumb|1|durch [[Mülltrennung]] werden [[unterschiedlich]]e [[Abfall|Abfälle]] in [[unterschiedlich]]en [[Mülleimer]]n ''entsorgt'',Mülltrennung.jpg|thumb|1|[[Glas]] wird in [[Glascontainer]]n ''entsorgt'',,
1608,508,beschatten,beschatte,,beschattest,,beschattet,beschattete,,beschattet,,beschattete,,beschatte,,,beschattet,,haben,,,,,,
1609,508,durchsagen,sage durch,,sagst durch,,sagt durch,sagte durch,,durchgesagt,,sagte durch,,sage durch,,,sagt durch,,haben,,,,,,
1610,508,vorspielen,spiele vor,,spielst vor,,spielt vor,spielte vor,,vorgespielt,,spielte vor,,spiel vor,spiele vor,,spielt vor,,haben,,,,,,
1611,507,wegziehen,ziehe weg,,ziehst weg,,zieht weg,zog weg,,weggezogen,,zöge weg,,zieh weg,,,zieht weg,,sein,haben,,,,,
1612,507,absteigen,steige ab,,steigst ab,,steigt ab,stieg ab,,abgestiegen,,stiege ab,,steig ab,steige ab,,steigt ab,,sein,,,,,,
1613,505,eingeben,gebe ein,,gibst ein,,gibt ein,gab ein,,eingegeben,,gäbe ein,,gib ein,,,gebt ein,,haben,,,,,,
1614,504,verspotten,verspotte,,verspottest,,verspottet,verspottete,,verspottet,,verspottete,,verspotte,,,verspottet,,haben,,,,,,
1615,504,abstoßen,stoße ab,,stößt ab,,stößt ab,stieß ab,,abgestoßen,,stieße ab,,stoße ab,,,stoßt ab,,haben,,,,,,
1616,502,zerschlagen,zerschlage,,zerschlägst,,zerschlägt,zerschlug,,zerschlagen,,zerschlüge,,zerschlag,zerschlage,,zerschlagt,,haben,,,,,,
1617,502,zusammenstellen,stelle zusammen,,stellst zusammen,,stellt zusammen,stellte zusammen,,zusammengestellt,,stellte zusammen,,stelle zusammen,,,stellt zusammen,,haben,,,,,,
1618,500,aufkreuzen,kreuze auf,,kreuzt auf,,kreuzt auf,kreuzte auf,,aufgekreuzt,,kreuzte auf,,kreuz auf,kreuze auf,,kreuzt auf,,sein,haben,,,,,
1619,498,flirten,flirte,,flirtest,,flirtet,flirtete,,geflirtet,,flirtete,,flirt,flirte,,flirtet,,haben,,Federico Andreotti - An Afternoon Tea.jpg|thumb|1|[[Mann]] und [[Frau]] ''flirten'' beim [[Tee]] [[miteinander]].,,,,
1620,498,vermischen,vermische,,vermischst,vermischt,vermischt,vermischte,,vermischt,,vermischte,,vermische,,,vermischt,,haben,,Pouring cream into drip coffee.gif|thumb|2|[[Kaffee]] und [[Milch]] ''vermischen'' sich,,,,
1621,496,ausstatten,statte aus,,stattest aus,,stattet aus,stattete aus,,ausgestattet,,stattete aus,,statt aus,statte aus,,stattet aus,,haben,,,,,,
1622,496,beschimpfen,beschimpfe,,beschimpfst,,beschimpft,beschimpfte,,beschimpft,,beschimpfte,,beschimpfe,,,beschimpft,,haben,,,,,,
1623,494,verborgen,verborge,,verborgst,,verborgt,verborgte,,verborgt,,verborgte,,verborg,verborge,,verborgt,,haben,,,,,,
1624,494,plagen,plage,,plagst,,plagt,plagte,,geplagt,,plagte,,plag,plage,,plagt,,haben,,,,,,
1625,494,weiterhelfen,helfe weiter,,hilfst weiter,,hilft weiter,half weiter,,weitergeholfen,,hülfe weiter,hälfe weiter,hilf weiter,,,helft weiter,,haben,,,,,,
1626,493,belassen,belasse,,belässt,,belässt,beließ,,belassen,,beließe,,belass,belasse,,belasst,,haben,,,,,,
1627,493,zuteilen,teile zu,,teilst zu,,teilt zu,teilte zu,,zugeteilt,,teilte zu,,teil zu,teile zu,,teilt zu,,haben,,,,,,
1628,492,beschwören,beschwöre,,beschwörst,,beschwört,beschwor,beschwur,beschworen,,beschwöre,beschwüre,beschwöre,,,beschwört,,haben,,,,,,
1629,492,überspringen,überspringe,,überspringst,,überspringt,übersprang,,übersprungen,,überspränge,,überspring,überspringe,,überspringt,,haben,,,,,,
1630,491,schummeln,schummle,schummele,schummelst,,schummelt,schummelte,,geschummelt,,schummelte,,schummle,schummele,,schummelt,,haben,,,,,,
1631,491,niesen,niese,,niest,,niest,nieste,,geniest,,nieste,,niese,nies,,niest,,haben,,,,,,
1632,491,stottern,stottere,,stotterst,,stottert,stotterte,,gestottert,,stotterte,,stotter,stottere,,stottert,,haben,,,,,,
1633,491,mithalten,halte mit,,hältst mit,,hält mit,hielt mit,,mitgehalten,,hielte mit,,halte mit,,,haltet mit,,haben,,,,,,
1634,490,geistern,geistere,,geisterst,,geistert,geisterte,,gegeistert,,geisterte,,geister,geistere,,geistert,,haben,sein,,,,,
1635,489,beulen,beule,,beulst,,beult,beulte,,gebeult,,beulte,,beule,,,beult,,haben,,,,,,
1636,489,zusammenkommen,komme zusammen,,kommst zusammen,,kommt zusammen,kam zusammen,,zusammengekommen,,käme zusammen,,komme zusammen,,,kommt zusammen,,sein,,Slovenian Wikipedia Meetup Kranj.JPG|thumb|1|Zum [[Essen]] ''zusammenkommen'',,,,
1637,485,vernachlässigen,vernachlässige,,vernachlässigst,,vernachlässigt,vernachlässigte,,vernachlässigt,,vernachlässigte,,vernachlässig,vernachlässige,,vernachlässigt,,haben,,,,,,
1638,484,nageln,nagele,nagle,nagelst,,nagelt,nagelte,,genagelt,,nagelte,,nagele,,,nagelt,,haben,,"Bundesarchiv Bild 183-19903-0004, Schwerin, Bindetuch Reparaturwerkstatt.jpg|mini|1|Eine Frau ''nagelt'' Leisten auf ein Bindetuch.",,,,
1639,484,deaktivieren,deaktiviere,,deaktivierst,,deaktiviert,deaktivierte,,deaktiviert,,deaktivierte,,deaktiviere,deaktivier,,deaktiviert,,haben,,,,,,
1640,483,bessern,bessere,,besserst,,bessert,besserte,,gebessert,,besserte,,bessere,besser,,bessert,,haben,,,,,,
1641,483,aufschneiden,schneide auf,,schneidest auf,,schneidet auf,schnitt auf,,aufgeschnitten,,schnitte auf,,schneide auf,,,schneidet auf,,haben,,,,,,
1642,483,vorbeischauen,schaue vorbei,,schaust vorbei,,schaut vorbei,schaute vorbei,,vorbeigeschaut,,schaute vorbei,,schau vorbei,schaue vorbei,,schaut vorbei,,haben,,,,,,
1643,483,voraussetzen,setze voraus,,setzt voraus,,setzt voraus,setzte voraus,,vorausgesetzt,,setzte voraus,,setz voraus,setze voraus,,setzt voraus,,haben,,,,,,
1644,482,durchbrennen,brenne durch,,brennst durch,,brennt durch,brannte durch,,durchgebrannt,,brennte durch,,brenn durch,brenne durch,,brennt durch,,sein,haben,,,,,
1645,482,entschlüsseln,entschlüssle,entschlüssele,entschlüsselst,,entschlüsselt,entschlüsselte,,entschlüsselt,,entschlüsselte,,entschlüssle,entschlüssele,,entschlüsselt,,haben,,,,,,
1646,481,hinnehmen,nehme hin,,nimmst hin,,nimmt hin,nahm hin,,hingenommen,,nähme hin,,nimm hin,,,nehmt hin,,haben,,,,,,
1647,481,anhaben,habe an,,hast an,,hat an,hatte an,,angehabt,,hätte an,,hab an,habe an,,habt an,,haben,,,,,,
1648,480,entschärfen,entschärfe,,entschärfst,,entschärft,entschärfte,,entschärft,,entschärfte,,entschärf,entschärfe,,entschärft,,haben,,"Royal Navy officers defuse a German bomb which dropped onto the fishing trawler STRATH BLARE when an attacking Heinkel He 111 bomber hit the vessel's mast and crashed into the sea, 8 March 1941. A3387.jpg|thumb|1|eine [[deutsch]]e [[Bombe]] des [[2. Weltkrieg]]es wird ''entschärft''",,,,
1649,480,unterstellen,unterstelle,,unterstellst,,unterstellt,unterstellte,,unterstellt,,unterstellte,,unterstelle,unterstell,,unterstellt,,haben,,,,,,
1650,480,berechtigen,berechtige,,berechtigst,,berechtigt,berechtigte,,berechtigt,,berechtigte,,berechtig,berechtige,,berechtigt,,haben,,,,,,
1651,479,unterliegen,unterliege,,unterliegst,,unterliegt,unterlag,,unterlegen,,unterläge,,unterliege,unterlieg,,unterliegt,,haben,sein,,,,,
1652,479,vordringen,dringe vor,,dringst vor,,dringt vor,drang vor,,vorgedrungen,,dränge vor,,dring vor,dringe vor,,dringt vor,,sein,,,,,,
1653,479,ausgleichen,gleiche aus,,gleichst aus,,gleicht aus,glich aus,,ausgeglichen,,gliche aus,,gleiche aus,,,gleicht aus,,haben,,,,,,
1654,478,verschenken,verschenke,,verschenkst,,verschenkt,verschenkte,,verschenkt,,verschenkte,,verschenk,verschenke,,verschenkt,,haben,,,,,,
1655,478,schlüpfen,schlüpfe,,schlüpfst,,schlüpft,schlüpfte,,geschlüpft,,schlüpfte,,schlüpfe,,,schlüpft,,sein,,,,,,
1656,477,zwitschern,zwitschere,,zwitscherst,,zwitschert,zwitscherte,,gezwitschert,,zwitscherte,,zwitscher,,,zwitschert,,haben,,,,,,
1657,476,vorfallen,—,,—,,fällt vor,—,,vorgefallen,,—,,—,,,—,,sein,,,,,,
1658,474,pennen,penne,,pennst,,pennt,pennte,,gepennt,,pennte,,penne,,,pennt,,haben,,,,,,
1659,473,schleudern,schleudere,,schleuderst,,schleudert,schleuderte,,geschleudert,,schleuderte,,schleuder,schleudere,,schleudert,,haben,sein,,,,,
1660,472,entnehmen,entnehme,,entnimmst,,entnimmt,entnahm,,entnommen,,entnähme,,entnimm,,,entnehmt,,haben,,,,,,
1661,472,auftragen,trage auf,,trägst auf,,trägt auf,trug auf,,aufgetragen,,trüge auf,,trag auf,trage auf,,tragt auf,,haben,,,,,,
1662,472,horchen,horche,,horchst,,horcht,horchte,,gehorcht,,horchte,,horch,horche,,horcht,,haben,,,,,,
1663,471,strömen,ströme,,strömst,,strömt,strömte,,geströmt,,strömte,,ströme,,,strömt,,sein,,,,,,
1664,470,herumlaufen,laufe herum,,läufst herum,,läuft herum,lief herum,,herumgelaufen,,liefe herum,,lauf herum,laufe herum,,lauft herum,,sein,,,,,,
1665,470,verantworten,verantworte,,verantwortest,,verantwortet,verantwortete,,verantwortet,,verantwortete,,verantwort,verantworte,,verantwortet,,haben,,,,,,
1666,469,sinnen,sinne,,sinnst,,sinnt,sann,,gesonnen,,sänne,sönne,sinne,,,sinnt,,haben,,,,,,
1667,468,zucken,zucke,,zuckst,,zuckt,zuckte,,gezuckt,,zuckte,,zucke,,,zuckt,zucket,haben,,,,,,
1668,468,verüben,verübe,,verübst,,verübt,verübte,,verübt,,verübte,,verübe,,,verübt,,haben,,,,,,
1669,468,polieren,poliere,,polierst,,poliert,polierte,,poliert,,polierte,,poliere,polier,,poliert,,haben,,,,,,
1670,468,erneuern,erneuere,,erneuerst,,erneuert,erneuerte,,erneuert,,erneuerte,,erneuere,,,erneuert,,haben,,,,,,
1671,467,auffordern,fordere auf,,forderst auf,,fordert auf,forderte auf,,aufgefordert,,forderte auf,,fordere auf,,,fordert auf,,haben,,,,,,
1672,466,übergehen,gehe über,,gehst über,,geht über,ging über,,übergegangen,,ginge über,,geh über,gehe über,,geht über,,sein,,,,,,
1673,465,abkaufen,kaufe ab,,kaufst ab,,kauft ab,kaufte ab,,abgekauft,,kaufte ab,,kauf ab,,,kauft ab,,haben,,,,,,
1674,465,abtreten,trete ab,,trittst ab,,tritt ab,trat ab,,abgetreten,,träte ab,,tritt ab,,,tretet ab,,haben,sein,,,,,
1675,464,inszenieren,inszeniere,,inszenierst,,inszeniert,inszenierte,,inszeniert,,inszenierte,,inszeniere,inszenier,,inszeniert,,haben,,,,,,
1676,462,befestigen,befestige,,befestigst,,befestigt,befestigte,,befestigt,,befestigte,,befestige,,,befestigt,,haben,,,,,,
1677,461,donnern,donnere,,donnerst,,donnert,donnerte,,gedonnert,,donnerte,,donnere,,,donnert,,haben,,,,,,
1678,461,buchstabieren,buchstabiere,,buchstabierst,,buchstabiert,buchstabierte,,buchstabiert,,buchstabierte,,buchstabiere,buchstabier,,buchstabiert,,haben,,,,,,
1679,461,überarbeiten,überarbeite,,überarbeitest,,überarbeitet,überarbeitete,,überarbeitet,,überarbeitete,,überarbeite,,,überarbeitet,,haben,,,,,,
1680,461,vorbeigehen,gehe vorbei,,gehst vorbei,,geht vorbei,ging vorbei,,vorbeigegangen,,ginge vorbei,,geh vorbei,gehe vorbei,,geht vorbei,gehet vorbei,sein,,,,,,
1681,460,flöten,flöte,,flötest,,flötet,flötete,,geflötet,,flötete,,flöte,flöt,,flötet,,haben,,,,,,
1682,460,poltern,poltre,poltere,polterst,,poltert,polterte,,gepoltert,,polterte,,poltre,poltere,,poltert,,haben,,"Scherben (Polterabend).jpg|thumb|3|Bei einem [[Polterabend]] wird [[laut]] ''gepoltert,'' indem viel [[Geschirr]] [[zerschlagen]] wird.",,,,
1683,460,anflehen,flehe an,,flehst an,,fleht an,flehte an,,angefleht,,flehte an,,fleh an,flehe an,,fleht an,flehet an,haben,,,,,,
